Departamento,Código Divipola Departamento,Municipio,Código Divipola Municipio,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
CUNDINAMARCA,25,COTA,25214,MI CASA YA,Asignados,2016,1,13789100.0
CUNDINAMARCA,25,FACATATIVÁ,25269,MI CASA YA,Asignados,2016,6,60672040.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Asignados,2016,1,13789100.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,Programa Vivienda Gratuita Fase I,Asignados,2016,50,1982578000.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Apto con subsidio vencido,2016,4,49640760.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Renuncias al subsidio,2016,1,13789100.0
CUNDINAMARCA,25,GIRARDOT,25307,Programa Vivienda Gratuita Fase I,Asignados,2016,1,48261850.0
CUNDINAMARCA,25,LA CALERA,25377,MI CASA YA,Asignados,2016,4,44125120.0
CUNDINAMARCA,25,LA CALERA,25377,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2016,1,8273460.0
CUNDINAMARCA,25,LA VEGA,25402,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2016,1,13789100.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Apto con subsidio vencido,2016,3,41367300.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Asignados,2016,37,421946460.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Asignados,2016,6,66187680.0
CUNDINAMARCA,25,NEMOCÓN,25486,Programa Vivienda Gratuita Fase I,Asignados,2016,2,75456000.0
CUNDINAMARCA,25,RICAURTE,25612,Fenómeno de la Niña,Asignados,2016,21,194838962.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Asignados,2016,3,30336020.0
CUNDINAMARCA,25,SIMIJACA,25745,MI CASA YA,Apto con subsidio vencido,2016,1,13789100.0
CUNDINAMARCA,25,SIMIJACA,25745,MI CASA YA,Asignados,2016,2,27578200.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Apto con subsidio vencido,2016,5,57914220.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Asignados,2016,85,1045213780.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncias al subsidio,2016,2,27578200.0
CUNDINAMARCA,25,SOACHA,25754,Programa Vivienda Gratuita Fase I,Asignados,2016,6,263861850.0
CUNDINAMARCA,25,SOACHA,25754,VIPA,Asignados,2016,657,13361025725.0
CUNDINAMARCA,25,SOACHA,25754,VIPA,Renuncias al subsidio,2016,29,572247650.0
CUNDINAMARCA,25,TOCAIMA,25815,Programa Vivienda Gratuita Fase I,Asignados,2016,1,41099940.0
CUNDINAMARCA,25,TOCAIMA,25815,VIPA,Apto con subsidio vencido,2016,1,17236375.0
CUNDINAMARCA,25,TOCAIMA,25815,VIPA,Asignados,2016,168,3430038625.0
CUNDINAMARCA,25,TOCAIMA,25815,VIPA,Perdida de ejecutoriedad de asignación de SFV,2016,6,117207350.0
CUNDINAMARCA,25,TOCAIMA,25815,VIPA,Renuncias al subsidio,2016,17,344727500.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Apto con subsidio vencido,2016,1,8273460.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Asignados,2016,2,16546920.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Asignados,2016,2,16546920.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,Programa Vivienda Gratuita Fase I,Asignados,2016,1,48261850.0
CUNDINAMARCA,25,ANAPOIMA,25035,MI CASA YA,Asignados,2017,4,53115624.0
CUNDINAMARCA,25,BOJACÁ,25099,MI CASA YA,Asignados,2017,1,14754340.0
CUNDINAMARCA,25,CHOACHÍ,25181,Programa Vivienda Gratuita Fase I,Asignados,2017,1,51640190.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Asignados,2017,3,44263020.0
CUNDINAMARCA,25,CHÍA,25175,Programa Vivienda Gratuita Fase I,Asignados,2017,1,51640190.0
CUNDINAMARCA,25,FACATATIVÁ,25269,Bolsa Desplazados,Asignados,2017,1,20683650.0
CUNDINAMARCA,25,FACATATIVÁ,25269,MI CASA YA,Asignados,2017,11,177052080.0
CUNDINAMARCA,25,FACATATIVÁ,25269,MI CASA YA,Renuncias al subsidio,2017,2,23606944.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Asignados,2017,1,22131510.0
CUNDINAMARCA,25,GACHANCIPÁ,25295,MI CASA YA,Asignados,2017,27,389514576.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Apto con subsidio vencido,2017,4,81148870.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Asignados,2017,18,302463970.0
CUNDINAMARCA,25,LA CALERA,25377,MI CASA YA,Apto con subsidio vencido,2017,1,14754340.0
CUNDINAMARCA,25,LA CALERA,25377,MI CASA YA,Asignados,2017,7,110657550.0
CUNDINAMARCA,25,LA CALERA,25377,MI CASA YA,Renuncias al subsidio,2017,1,14754340.0
CUNDINAMARCA,25,LA MESA,25386,MI CASA YA,Apto con subsidio vencido,2017,1,14754340.0
CUNDINAMARCA,25,LA VEGA,25402,MI CASA YA,Apto con subsidio vencido,2017,1,14754340.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Apto con subsidio vencido,2017,3,44263020.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Asignados,2017,223,3427433182.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,2,29508680.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Renuncias al subsidio,2017,3,44263020.0
CUNDINAMARCA,25,MEDINA,25438,Programa Vivienda Gratuita Fase II,Asignados,2017,150,7744036664.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Asignados,2017,27,395416312.0
CUNDINAMARCA,25,PARATEBUENO,25530,Programa Vivienda Gratuita Fase II,Asignados,2017,77,3976294630.0
CUNDINAMARCA,25,PARATEBUENO,25530,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2017,3,154920570.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Apto con subsidio vencido,2017,1,14754340.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Asignados,2017,21,326070914.0
CUNDINAMARCA,25,SIBATÉ,25740,MI CASA YA,Asignados,2017,4,81148870.0
CUNDINAMARCA,25,SIMIJACA,25745,Programa Vivienda Gratuita Fase I,Asignados,2017,1,37728000.0
CUNDINAMARCA,25,SOACHA,25754,Bolsa Desplazados,Asignados,2017,1,22131510.0
CUNDINAMARCA,25,SOACHA,25754,Fenómeno de la Niña,Asignados,2017,3,87655164.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Apto con subsidio vencido,2017,14,244922044.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Asignados,2017,639,10325087132.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,1,8852604.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncias al subsidio,2017,11,213937930.0
CUNDINAMARCA,25,SOACHA,25754,Programa Vivienda Gratuita Fase I,Asignados,2017,3,154920570.0
CUNDINAMARCA,25,SOACHA,25754,VIPA,Asignados,2017,16,317149300.0
CUNDINAMARCA,25,SOACHA,25754,VIPA,Renuncias al subsidio,2017,2,41367300.0
CUNDINAMARCA,25,TOCAIMA,25815,VIPA,Asignados,2017,26,530880350.0
CUNDINAMARCA,25,VILLA DE SAN DIEGO DE UBATÉ,25843,MI CASA YA,Asignados,2017,6,76722568.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Apto con subsidio vencido,2017,1,14754340.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Asignados,2017,21,311316574.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,1,14754340.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Renuncias al subsidio,2017,1,22131510.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,Programa Vivienda Gratuita Fase I,Asignados,2017,1,51640190.0
CUNDINAMARCA,25,ANAPOIMA,25035,MI CASA YA,Asignados,2018,2,46874520.0
CUNDINAMARCA,25,BOJACÁ,25099,MI CASA YA,Asignados,2018,1,23437260.0
CUNDINAMARCA,25,CAPARRAPÍ,25148,MI CASA YA,Asignados,2018,1,23437260.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Asignados,2018,3,46874520.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Renuncia con restitucion de subsidio,2018,1,15624840.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Renuncias al subsidio,2018,1,23437260.0
CUNDINAMARCA,25,CUCUNUBÁ,25224,MI CASA YA,Asignados,2018,5,109373880.0
CUNDINAMARCA,25,EL ROSAL,25260,MI CASA YA,Asignados,2018,8,148435980.0
CUNDINAMARCA,25,FACATATIVÁ,25269,MI CASA YA,Asignados,2018,20,382808580.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Asignados,2018,9,179685660.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Renuncias al subsidio,2018,1,15624840.0
CUNDINAMARCA,25,GACHANCIPÁ,25295,MI CASA YA,Asignados,2018,11,195310500.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Apto con subsidio vencido,2018,1,15624840.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Asignados,2018,63,1226549940.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Renuncias al subsidio,2018,2,39062100.0
CUNDINAMARCA,25,LA CALERA,25377,MI CASA YA,Renuncias al subsidio,2018,1,15624840.0
CUNDINAMARCA,25,LA MESA,25386,MI CASA YA,Asignados,2018,1,15624840.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Apto con subsidio vencido,2018,6,93749040.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Asignados,2018,551,9570214500.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,4,62499360.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Renuncias al subsidio,2018,13,218747760.0
CUNDINAMARCA,25,MEDINA,25438,Programa Vivienda Gratuita Fase II,Asignados,2018,120,6196822800.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Asignados,2018,30,531244560.0
CUNDINAMARCA,25,NEMOCÓN,25486,Programa Vivienda Gratuita Fase I,Asignados,2018,1,39424000.0
CUNDINAMARCA,25,PACHO,25513,MI CASA YA,Asignados,2018,13,210935340.0
CUNDINAMARCA,25,PARATEBUENO,25530,Programa Vivienda Gratuita Fase II,Asignados,2018,22,1136084180.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Apto con subsidio vencido,2018,1,15624840.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Asignados,2018,42,726555060.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,1,15624840.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Renuncias al subsidio,2018,3,54686940.0
CUNDINAMARCA,25,SIBATÉ,25740,MI CASA YA,Asignados,2018,39,742179900.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Apto con subsidio vencido,2018,45,874991040.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Asignados,2018,1291,25726299060.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncia con restitucion de subsidio,2018,1,23437260.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncias al subsidio,2018,41,828116520.0
CUNDINAMARCA,25,SOACHA,25754,Programa Vivienda Gratuita Fase I,Asignados,2018,2,109373880.0
CUNDINAMARCA,25,TOCAIMA,25815,MI CASA YA,Asignados,2018,4,93749040.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Asignados,2018,8,148435980.0
CUNDINAMARCA,25,VILLA DE SAN DIEGO DE UBATÉ,25843,MI CASA YA,Asignados,2018,1,15624840.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Asignados,2018,51,914053140.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Renuncias al subsidio,2018,2,31249680.0
CUNDINAMARCA,25,BOJACÁ,25099,MI CASA YA,Asignados,2019,1,24843480.0
CUNDINAMARCA,25,CAJICÁ,25126,MI CASA YA,Apto con subsidio vencido,2019,1,16562320.0
CUNDINAMARCA,25,CAJICÁ,25126,MI CASA YA,Asignados,2019,17,339527560.0
CUNDINAMARCA,25,CAJICÁ,25126,MI CASA YA,Renuncia con restitucion de subsidio,2019,1,16562320.0
CUNDINAMARCA,25,CAJICÁ,25126,MI CASA YA,Renuncias al subsidio,2019,1,24843480.0
CUNDINAMARCA,25,CAPARRAPÍ,25148,MI CASA YA,Asignados,2019,2,49686960.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Asignados,2019,32,529994240.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Renuncia con restitucion de subsidio,2019,1,16562320.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Renuncias al subsidio,2019,1,16562320.0
CUNDINAMARCA,25,CUCUNUBÁ,25224,MI CASA YA,Asignados,2019,22,495463380.0
CUNDINAMARCA,25,EL ROSAL,25260,MI CASA YA,Apto con subsidio vencido,2019,1,16562320.0
CUNDINAMARCA,25,EL ROSAL,25260,MI CASA YA,Asignados,2019,17,298121760.0
CUNDINAMARCA,25,EL ROSAL,25260,MI CASA YA,Renuncias al subsidio,2019,1,16562320.0
CUNDINAMARCA,25,FACATATIVÁ,25269,MI CASA YA,Asignados,2019,2,33124640.0
CUNDINAMARCA,25,FACATATIVÁ,25269,MI CASA YA,Renuncias al subsidio,2019,1,16562320.0
CUNDINAMARCA,25,FUNZA,25286,MI CASA YA,Asignados,2019,1,16562320.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Apto con subsidio vencido,2019,2,41405800.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Asignados,2019,19,389214520.0
CUNDINAMARCA,25,GACHANCIPÁ,25295,MI CASA YA,Asignados,2019,9,182185520.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Asignados,2019,26,496869600.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Renuncias al subsidio,2019,1,24843480.0
CUNDINAMARCA,25,LA CALERA,25377,MI CASA YA,Asignados,2019,1,16562320.0
CUNDINAMARCA,25,LA MESA,25386,Programa Vivienda Gratuita Fase II,Asignados,2019,58,3203151776.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Apto con subsidio vencido,2019,19,372652200.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Asignados,2019,431,8405377400.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Renuncia con restitucion de subsidio,2019,3,57968120.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Renuncias al subsidio,2019,17,339527560.0
CUNDINAMARCA,25,MADRID,25430,Semillero de Propietarios Arriendo,Asignados,2019,2,25295858.0
CUNDINAMARCA,25,MEDINA,25438,Programa Vivienda Gratuita Fase II,Asignados,2019,5,258200950.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Asignados,2019,23,430620320.0
CUNDINAMARCA,25,NEMOCÓN,25486,MI CASA YA,Asignados,2019,8,198747840.0
CUNDINAMARCA,25,PACHO,25513,MI CASA YA,Asignados,2019,8,157342040.0
CUNDINAMARCA,25,PARATEBUENO,25530,MI CASA YA,Asignados,2019,1,24843480.0
CUNDINAMARCA,25,PARATEBUENO,25530,Programa Vivienda Gratuita Fase II,Asignados,2019,1,51640190.0
CUNDINAMARCA,25,PUERTO SALGAR,25572,MI CASA YA,Asignados,2019,1,16562320.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Asignados,2019,19,371714720.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2019,1,16562320.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Renuncias al subsidio,2019,1,24843480.0
CUNDINAMARCA,25,SILVANIA,25743,MI CASA YA,Asignados,2019,11,264997120.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Apto con subsidio vencido,2019,37,794991360.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Asignados,2019,1319,28137037980.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2019,1,16562320.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncia con restitucion de subsidio,2019,2,41405800.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncias al subsidio,2019,35,745304400.0
CUNDINAMARCA,25,SOACHA,25754,Semillero de Propietarios Arriendo,Asignados,2019,27,267206811.0
CUNDINAMARCA,25,SOACHA,25754,Semillero de Propietarios Arriendo,Renuncias al subsidio,2019,1,12582637.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Asignados,2019,15,281559440.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Renuncias al subsidio,2019,1,24843480.0
CUNDINAMARCA,25,UNE,25845,Programa Vivienda Gratuita Fase II,Asignados,2019,32,1775480704.0
CUNDINAMARCA,25,UNE,25845,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2019,2,110967544.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Asignados,2019,40,745304400.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2019,1,24843480.0
CUNDINAMARCA,25,CAJICÁ,25126,MI CASA YA,Apto con subsidio vencido,2020,2,35112120.0
CUNDINAMARCA,25,CAJICÁ,25126,MI CASA YA,Asignados,2020,69,1228924200.0
CUNDINAMARCA,25,CAJICÁ,25126,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2020,1,5266818.0
CUNDINAMARCA,25,CAJICÁ,25126,Semillero de Propietarios Arriendo,Asignados,2020,2,25484184.0
CUNDINAMARCA,25,CAPARRAPÍ,25148,MI CASA YA,Asignados,2020,2,43890150.0
CUNDINAMARCA,25,CHAGUANÍ,25168,Programa Vivienda Gratuita Fase II,Asignados,2020,44,2587763244.0
CUNDINAMARCA,25,CHOCONTÁ,25183,MI CASA YA,Asignados,2020,2,35112120.0
CUNDINAMARCA,25,CHOCONTÁ,25183,Semillero de Propietarios Ahorro,Asignados,2020,2,10533636.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Apto con subsidio vencido,2020,1,17556060.0
CUNDINAMARCA,25,CHÍA,25175,MI CASA YA,Asignados,2020,5,96558330.0
CUNDINAMARCA,25,CHÍA,25175,Semillero de Propietarios Arriendo,Asignados,2020,5,63710460.0
CUNDINAMARCA,25,CUCUNUBÁ,25224,MI CASA YA,Apto con subsidio vencido,2020,1,17556060.0
CUNDINAMARCA,25,CUCUNUBÁ,25224,MI CASA YA,Asignados,2020,3,61446210.0
CUNDINAMARCA,25,EL ROSAL,25260,MI CASA YA,Asignados,2020,2,35112120.0
CUNDINAMARCA,25,FACATATIVÁ,25269,MI CASA YA,Asignados,2020,1,17556060.0
CUNDINAMARCA,25,FACATATIVÁ,25269,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2020,1,5266818.0
CUNDINAMARCA,25,FUNZA,25286,MI CASA YA,Asignados,2020,17,298453020.0
CUNDINAMARCA,25,FUNZA,25286,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,1,17556060.0
CUNDINAMARCA,25,FUNZA,25286,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0
CUNDINAMARCA,25,FUNZA,25286,Semillero de Propietarios Arriendo,Asignados,2020,2,25484184.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Asignados,2020,76,1360594650.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,MI CASA YA,Renuncias al subsidio,2020,1,17556060.0
CUNDINAMARCA,25,FUSAGASUGÁ,25290,Programa Vivienda Gratuita Fase I,Asignados,2020,1,36549000.0
CUNDINAMARCA,25,GACHANCIPÁ,25295,MI CASA YA,Asignados,2020,9,174566860.0
CUNDINAMARCA,25,GACHANCIPÁ,25295,MI CASA YA,Renuncias al subsidio,2020,1,26334090.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Apto con subsidio vencido,2020,1,17556060.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Asignados,2020,23,421345440.0
CUNDINAMARCA,25,GIRARDOT,25307,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,1,17556060.0
CUNDINAMARCA,25,GUADUAS,25320,MI CASA YA,Apto con subsidio vencido,2020,1,17556060.0
CUNDINAMARCA,25,GUADUAS,25320,MI CASA YA,Asignados,2020,8,140448480.0
CUNDINAMARCA,25,GUASCA,25322,MI CASA YA,Asignados,2020,18,316009080.0
CUNDINAMARCA,25,LA MESA,25386,MI CASA YA,Asignados,2020,3,52668180.0
CUNDINAMARCA,25,LA MESA,25386,Programa Vivienda Gratuita Fase II,Asignados,2020,42,2330318424.0
CUNDINAMARCA,25,LA MESA,25386,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Apto con subsidio vencido,2020,5,96558330.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Asignados,2020,882,15624893400.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,2,35112120.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Renuncia con restitucion de subsidio,2020,1,17556060.0
CUNDINAMARCA,25,MADRID,25430,MI CASA YA,Renuncias al subsidio,2020,15,289674990.0
CUNDINAMARCA,25,MADRID,25430,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0
CUNDINAMARCA,25,MADRID,25430,Semillero de Propietarios Arriendo,Asignados,2020,19,243047791.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Apto con subsidio vencido,2020,1,17556060.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Asignados,2020,69,1228924200.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,1,17556060.0
CUNDINAMARCA,25,MOSQUERA,25473,MI CASA YA,Renuncias al subsidio,2020,3,52668180.0
CUNDINAMARCA,25,MOSQUERA,25473,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2020,1,5266818.0
CUNDINAMARCA,25,MOSQUERA,25473,Semillero de Propietarios Arriendo,Asignados,2020,13,164205060.0
CUNDINAMARCA,25,PACHO,25513,MI CASA YA,Asignados,2020,43,797806990.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Asignados,2020,38,675908310.0
CUNDINAMARCA,25,RICAURTE,25612,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,1,17556060.0
CUNDINAMARCA,25,SIBATÉ,25740,MI CASA YA,Asignados,2020,76,1343038590.0
CUNDINAMARCA,25,SILVANIA,25743,MI CASA YA,Asignados,2020,4,79002270.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Apto con subsidio vencido,2020,31,658352250.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Asignados,2020,2336,43287778390.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,8,140448480.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncia con restitucion de subsidio,2020,3,61446210.0
CUNDINAMARCA,25,SOACHA,25754,MI CASA YA,Renuncias al subsidio,2020,32,675908310.0
CUNDINAMARCA,25,SOACHA,25754,Semillero de Propietarios Ahorro,Asignados,2020,3,15800454.0
CUNDINAMARCA,25,SOACHA,25754,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2020,2,10533636.0
CUNDINAMARCA,25,SOACHA,25754,Semillero de Propietarios Arriendo,Asignados,2020,189,2149525397.0
CUNDINAMARCA,25,SOACHA,25754,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,1,12480000.0
CUNDINAMARCA,25,SUBACHOQUE,25769,Programa Vivienda Gratuita Fase I,Asignados,2020,1,57968120.0
CUNDINAMARCA,25,TABIO,25785,MI CASA YA,Apto con subsidio vencido,2020,1,17556060.0
CUNDINAMARCA,25,TABIO,25785,MI CASA YA,Asignados,2020,3,52668180.0
CUNDINAMARCA,25,TABIO,25785,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,1,17556060.0
CUNDINAMARCA,25,TENJO,25799,MI CASA YA,Asignados,2020,31,544237860.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Apto con subsidio vencido,2020,4,79002270.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Asignados,2020,312,5572061570.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,2,35112120.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,MI CASA YA,Renuncias al subsidio,2020,4,70224240.0
CUNDINAMARCA,25,TOCANCIPÁ,25817,Semillero de Propietarios Ahorro,Asignados,2020,2,10533636.0
CUNDINAMARCA,25,UNE,25845,Programa Vivienda Gratuita Fase II,Asignados,2020,14,776772808.0
CUNDINAMARCA,25,VILLETA,25875,MI CASA YA,Asignados,2020,114,2018946900.0
CUNDINAMARCA,25,VILLETA,25875,MI CASA YA,Renuncias al subsidio,2020,1,26334090.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Apto con subsidio vencido,2020,1,17556060.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,MI CASA YA,Asignados,2020,111,1966278720.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2020,1,5266818.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,Semillero de Propietarios Arriendo,Asignados,2020,146,1855214511.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2020,1,12047880.0
CUNDINAMARCA,25,ZIPAQUIRÁ,25899,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,3,38226276.0
CUNDINAMARCA,25,ANAPOIMA,25035,Semillero de Propietarios Arriendo,Asignados,2021,34,452584104.0
CUNDINAMARCA,25,ANAPOIMA,25035,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2021,1,13236948.0
CUNDINAMARCA,25,APULO,25599,MI CASA YA,Asignados,2021,32,590541900.0
CUNDINAMARCA,25,APULO,25599,MI CASA YA,Renuncias al subsidio,2021,1,18170520.0
CUNDINAMARCA,25,CAJICÁ,25126,MI CASA YA,Asignados,2021,47,857262330.0
CUNDINAMARCA,25,CAJICÁ,25126,Semillero de Propietarios Ahorro,Asignados,2021,2,10902312.0
CUNDINAMARCA,25,CAJICÁ,25126,Semillero de Propietarios Arriendo,Asignados,2021,18,240199512.0
