Departamento,Código Divipola Departamento,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Asignados,2007,215,1801388600.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2007,15,135667800.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2007,2,17113700.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2007,3,25125200.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2007,1,8006000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,3,26375400.0
CUNDINAMARCA,25,Bolsa Concejales,Asignados,2008,2,20306000.0
CUNDINAMARCA,25,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2008,1,9922250.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,50,669693099.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2008,221,2824560000.0
CUNDINAMARCA,25,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2008,2,23075000.0
CUNDINAMARCA,25,Bolsa Desplazados,Renuncia al Subsidio - Pendiente de Restitución,2008,1,14907000.0
CUNDINAMARCA,25,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,7,100979500.0
CUNDINAMARCA,25,Bolsa Desplazados,Subsidio Revocado,2008,3,44721000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2008,1,8568000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Asignados,2008,72,673598000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Renuncia al Subsidio - Pendiente de Restitución,2008,1,1846000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,12,58610500.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2008,1,9922250.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2008,5,50765000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,2,15107200.0
CUNDINAMARCA,25,Bolsa Ordinaria,Asignados,2008,41,366247700.0
CUNDINAMARCA,25,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2008,18,151795000.0
CUNDINAMARCA,25,Bolsa Ordinaria,Renuncias al subsidio,2008,5,45538500.0
CUNDINAMARCA,25,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,21,179118100.0
CUNDINAMARCA,25,Bolsa Saludable,Apto con subsidio vencido,2008,10,36631689.0
CUNDINAMARCA,25,Bolsa Saludable,Asignados,2008,457,1607486545.35
CUNDINAMARCA,25,Bolsa Saludable,Renuncia con restitucion de subsidio,2008,9,33126463.0
CUNDINAMARCA,25,Bolsa Saludable,Restitucion de subsidios no aplicados,2008,3,7167227.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Apto con subsidio vencido,2009,58,392387400.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Asignados,2009,11,75422630.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2009,6,40000450.0
CUNDINAMARCA,25,Bolsa Concejales,Asignados,2009,6,61118700.0
CUNDINAMARCA,25,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2009,3,31304700.0
CUNDINAMARCA,25,Bolsa Desplazados,Apto con subsidio vencido,2009,1,14907000.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,27,396277750.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2009,89,1303120250.0
CUNDINAMARCA,25,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2009,1,14907000.0
CUNDINAMARCA,25,Bolsa Desplazados,Renuncia con restitucion de subsidio,2009,2,23602750.0
CUNDINAMARCA,25,Bolsa Desplazados,Subsidio Revocado,2009,1,14907000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,1,5999500.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Asignados,2009,146,1373233350.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2009,10,44993650.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2009,1,9691500.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2009,1,9922250.0
CUNDINAMARCA,25,Bolsa Ordinaria,Apto con subsidio vencido,2009,1,9000000.0
CUNDINAMARCA,25,Bolsa Ordinaria,Asignados,2009,1,9107700.0
CUNDINAMARCA,25,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2009,1,9107700.0
CUNDINAMARCA,25,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2009,3,27215400.0
CUNDINAMARCA,25,Bolsa Recicladores,Restitución SFV por Vencimiento Vigencia,2009,1,5714350.0
CUNDINAMARCA,25,Bolsa Saludable,Apto con subsidio vencido,2009,22,76352863.0
CUNDINAMARCA,25,Bolsa Saludable,Asignados,2009,235,796770206.0
CUNDINAMARCA,25,Bolsa Saludable,Perdida de ejecutoriedad de asignación de SFV,2009,1,3692000.0
CUNDINAMARCA,25,Bolsa Saludable,Renuncia con restitucion de subsidio,2009,3,10793777.0
CUNDINAMARCA,25,Bolsa Saludable,Restitucion de subsidios no aplicados,2009,5,16632347.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Apto con subsidio vencido,2010,55,564267573.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Asignados,2010,32,333914432.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2010,11,107731039.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Renuncias al subsidio,2010,1,11330000.0
CUNDINAMARCA,25,Bolsa Concejales,Apto con subsidio vencido,2010,4,45062500.0
CUNDINAMARCA,25,Bolsa Desplazados,Apto con subsidio vencido,2010,4,61800000.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,30,444187500.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2010,115,1743275000.0
CUNDINAMARCA,25,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2010,1,15450000.0
CUNDINAMARCA,25,Bolsa Desplazados,Renuncia con restitucion de subsidio,2010,4,55362500.0
CUNDINAMARCA,25,Bolsa Desplazados,Subsidio Revocado,2010,4,61800000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2010,12,132612500.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Asignados,2010,128,1407384400.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2010,14,111053250.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2010,7,76384000.0
CUNDINAMARCA,25,Bolsa Saludable,Apto con subsidio vencido,2010,17,67231345.0
CUNDINAMARCA,25,Bolsa Saludable,Asignados,2010,903,3567385367.0
CUNDINAMARCA,25,Bolsa Saludable,Renuncia con restitucion de subsidio,2010,4,15900800.0
CUNDINAMARCA,25,Bolsa Saludable,Restitucion de subsidios no aplicados,2010,15,58188845.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Apto con subsidio vencido,2011,171,1733475249.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Asignados,2011,121,1192239989.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2011,41,402873102.0
CUNDINAMARCA,25,Bolsa Concejales,Apto con subsidio vencido,2011,5,55702400.0
CUNDINAMARCA,25,Bolsa Concejales,Asignados,2011,3,33475000.0
CUNDINAMARCA,25,Bolsa Desastres Naturales,Asignados,2011,106,519612000.0
CUNDINAMARCA,25,Bolsa Desastres Naturales,Perdida de ejecutoriedad de asignación de SFV,2011,1,4902000.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,10,160680000.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2011,27,438328780.0
CUNDINAMARCA,25,Bolsa Desplazados,Renuncia con restitucion de subsidio,2011,4,64272000.0
CUNDINAMARCA,25,Bolsa Desplazados,Renuncias al subsidio,2011,1,16068000.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2011,83,915165300.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Asignados,2011,49,557652300.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2011,5,47853800.0
CUNDINAMARCA,25,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2011,8,82585400.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2011,1,9373000.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Apto con subsidio vencido,2012,84,912579073.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Asignados,2012,73,775990534.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2012,21,213416269.0
CUNDINAMARCA,25,Ahorro Programado Contractual,Renuncias al subsidio,2012,1,12184050.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2012,1,17001000.0
CUNDINAMARCA,25,Fenómeno de la Niña,Apto con subsidio vencido,2012,10,174351876.0
CUNDINAMARCA,25,Fenómeno de la Niña,Asignados,2012,8,170340000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2012,1,17435188.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2012,786,13808850023.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2013,1,17685000.0
CUNDINAMARCA,25,Fenómeno de la Niña,Apto con subsidio vencido,2013,10,160680000.0
CUNDINAMARCA,25,Fenómeno de la Niña,Asignados,2013,243,5868139475.0
CUNDINAMARCA,25,Fenómeno de la Niña,Perdida de ejecutoriedad de asignación de SFV,2013,3,48204000.0
CUNDINAMARCA,25,Fenómeno de la Niña,Renuncias al subsidio,2013,1,16068000.0
CUNDINAMARCA,25,Fenómeno de la Niña,Subsidio Revocado,2013,11,267424818.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2013,2,82530000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2013,2433,81223017947.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2013,1,38907000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,16,574611000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2013,2,75456000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2013,4,152091000.0
CUNDINAMARCA,25,Fenómeno de la Niña,Apto con subsidio vencido,2014,2,32136000.0
CUNDINAMARCA,25,Fenómeno de la Niña,Asignados,2014,62,1614534955.0
CUNDINAMARCA,25,Fenómeno de la Niña,Renuncias al subsidio,2014,3,84221561.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2014,1467,58809997288.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,3,118251940.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2014,3,114453000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,1,41099940.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2015,1,19330500.0
CUNDINAMARCA,25,Fenómeno de la Niña,Asignados,2015,92,1122381946.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2015,5,48970600.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2015,481,18925445672.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2015,11,433019400.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2015,6,258720000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2015,1,43120000.0
CUNDINAMARCA,25,VIPA,Apto con subsidio vencido,2015,1,20683650.0
CUNDINAMARCA,25,VIPA,Asignados,2015,399,7476393500.0
CUNDINAMARCA,25,VIPA,Perdida de ejecutoriedad de asignación de SFV,2015,2,37920025.0
CUNDINAMARCA,25,VIPA,Renuncias al subsidio,2015,27,503720625.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2016,1,20683650.0
CUNDINAMARCA,25,Fenómeno de la Niña,Asignados,2016,22,224794069.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2016,15,184773940.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2016,172,2035271160.0
CUNDINAMARCA,25,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2016,2,22062560.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2016,3,41367300.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2016,61,2459519490.0
CUNDINAMARCA,25,VIPA,Apto con subsidio vencido,2016,1,17236375.0
CUNDINAMARCA,25,VIPA,Asignados,2016,825,16791064350.0
CUNDINAMARCA,25,VIPA,Perdida de ejecutoriedad de asignación de SFV,2016,6,117207350.0
CUNDINAMARCA,25,VIPA,Renuncias al subsidio,2016,46,916975150.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2017,2,42815160.0
CUNDINAMARCA,25,Fenómeno de la Niña,Asignados,2017,3,87655164.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2017,26,444105634.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2017,1013,16057148222.0
CUNDINAMARCA,25,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,4,53115624.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2017,18,318693744.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2017,7,347569140.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Asignados,2017,227,11720331294.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2017,3,154920570.0
CUNDINAMARCA,25,VIPA,Asignados,2017,42,848029650.0
CUNDINAMARCA,25,VIPA,Renuncias al subsidio,2017,2,41367300.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2018,53,999989760.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2018,2154,41077704360.0
CUNDINAMARCA,25,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,5,78124200.0
CUNDINAMARCA,25,MI CASA YA,Renuncia con restitucion de subsidio,2018,2,39062100.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2018,64,1226549940.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2018,3,148797880.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Asignados,2018,142,7332906980.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2019,60,1242174000.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2019,2025,41906263360.0
CUNDINAMARCA,25,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2019,3,57968120.0
CUNDINAMARCA,25,MI CASA YA,Renuncia con restitucion de subsidio,2019,7,132498560.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2019,59,1233892840.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Asignados,2019,96,5288473620.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2019,2,110967544.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Asignados,2019,29,292502669.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Renuncias al subsidio,2019,1,12582637.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2020,49,991917390.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2020,4257,77474230280.0
CUNDINAMARCA,25,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,17,298453020.0
CUNDINAMARCA,25,MI CASA YA,Renuncia con restitucion de subsidio,2020,4,79002270.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2020,57,1158699960.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2020,2,94517120.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Asignados,2020,100,5694854476.0
CUNDINAMARCA,25,Semillero de Propietarios Ahorro,Asignados,2020,10,52668180.0
CUNDINAMARCA,25,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2020,6,31600908.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Asignados,2020,376,4526671587.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2020,1,12047880.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,4,50706276.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2021,1,13627890.0
CUNDINAMARCA,25,Fenómeno de la Niña,Asignados,2021,1,29218388.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2021,53,1002933720.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2021,11559,211089347250.0
CUNDINAMARCA,25,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2021,9,161076840.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2021,69,1322322330.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Asignados,2021,5,290734976.0
CUNDINAMARCA,25,Semillero de Propietarios Ahorro,Asignados,2021,18,98120808.0
CUNDINAMARCA,25,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2021,2,10902312.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Asignados,2021,1575,20672176068.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2021,3,40137708.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Renuncias al subsidio,2021,10,131822928.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2022,2,45000000.0
CUNDINAMARCA,25,Casa Digna Vida Digna,Asignados,2022,328,3936000000.0
CUNDINAMARCA,25,Casa Digna Vida Digna,Renuncias al subsidio,2022,1,12000000.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2022,81,1639875720.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2022,7692,153332011360.0
CUNDINAMARCA,25,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2022,3,60000000.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2022,53,1160790460.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase I,Asignados,2022,1,38907000.0
CUNDINAMARCA,25,Programa Vivienda Gratuita Fase II,Asignados,2022,4,300785792.0
CUNDINAMARCA,25,Semillero de Propietarios Ahorro,Asignados,2022,16,96000000.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Asignados,2022,1914,27431563620.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2022,1,15344640.0
CUNDINAMARCA,25,Semillero de Propietarios Arriendo,Renuncias al subsidio,2022,29,411074664.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2023,2,69600000.0
CUNDINAMARCA,25,Casa Digna Vida Digna,Asignados,2023,417,4951203468.0
CUNDINAMARCA,25,Casa Digna Vida Digna,Perdida de ejecutoriedad de asignación de SFV,2023,1,12000000.0
CUNDINAMARCA,25,Casa Digna Vida Digna,Renuncias al subsidio,2023,2,24000000.0
CUNDINAMARCA,25,MI CASA YA,Apto con subsidio vencido,2023,27,638000000.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2023,3830,89232400000.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2023,23,568400000.0
CUNDINAMARCA,25,Semillero de Propietarios Ahorro,Asignados,2023,14,97440000.0
CUNDINAMARCA,25,Bolsa Desplazados,Asignados,2024,1,39000000.0
CUNDINAMARCA,25,Casa Digna Vida Digna,Asignados,2024,5,59000000.0
CUNDINAMARCA,25,MI CASA YA,Asignados,2024,2790,72904000000.0
CUNDINAMARCA,25,MI CASA YA,Renuncias al subsidio,2024,17,442000000.0
CHOCÓ,27,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,1,7636000.0
CHOCÓ,27,Bolsa Desastres Naturales,Restitución SFV Cobro Directo Fiduciaria,2004,135,1014930000.0
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2004,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Asignados,2004,75,754648000.0
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2004,117,1047150000.0
CHOCÓ,27,Bolsa Ordinaria,Restitución SFV por Indemnización,2004,71,533778000.0
CHOCÓ,27,Bolsa unica Nacional,Restitución SFV por Indemnización,2004,5,37590000.0
CHOCÓ,27,Bolsa Desplazados,Asignados,2005,56,679910000.0
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2005,9,80550000.0
CHOCÓ,27,Bolsa Esfuerzo Territorial,Asignados,2005,27,202986000.0
CHOCÓ,27,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2005,20,150360000.0
CHOCÓ,27,Bolsa Ordinaria,Asignados,2005,3,24034500.0
CHOCÓ,27,Habilitación de Titulos,Apto con subsidio vencido,2005,262,24099062.0
CHOCÓ,27,Habilitación de Titulos,Asignados,2005,483,44422363.0
CHOCÓ,27,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,3,275949.0
CHOCÓ,27,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,14,1287672.0
CHOCÓ,27,Bolsa Atentados terroristas,Apto con subsidio vencido,2006,13,111384000.0
CHOCÓ,27,Bolsa Atentados terroristas,Asignados,2006,233,1996344000.0
CHOCÓ,27,Bolsa Atentados terroristas,Perdida de ejecutoriedad de asignación de SFV,2006,2,17136000.0
CHOCÓ,27,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,7,59976000.0
CHOCÓ,27,Bolsa Atentados terroristas,Subsidio Restituido,2006,1,8568000.0
CHOCÓ,27,Bolsa Desplazados,Apto con subsidio vencido,2006,20,204000000.0
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Asignados,2006,232,2790030000.0
CHOCÓ,27,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2006,4,50214000.0
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2006,16,163200000.0
CHOCÓ,27,Bolsa Esfuerzo Territorial,Asignados,2006,54,432621000.0
CHOCÓ,27,Bolsa Desplazados,Apto con subsidio vencido,2007,1,10842500.0
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,20,281882000.0
CHOCÓ,27,Bolsa Desplazados,Asignados,2007,448,5877394750.0
CHOCÓ,27,Bolsa Desplazados,Renuncia al Subsidio - Pendiente de Restitución,2007,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,2,19538250.0
CHOCÓ,27,Bolsa Desplazados,Subsidio Revocado,2007,1,14907000.0
CHOCÓ,27,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,1,8393773.0
CHOCÓ,27,Bolsa Esfuerzo Territorial,Asignados,2007,60,503626380.0
CHOCÓ,27,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2007,1,8393773.0
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2007,2,29814000.0
CHOCÓ,27,Bolsa Concejales,Apto con subsidio vencido,2008,1,10153000.0
CHOCÓ,27,Bolsa Concejales,Asignados,2008,3,30459000.0
CHOCÓ,27,Bolsa Concejales,Renuncias al subsidio,2008,2,20306000.0
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,78,1105176250.0
CHOCÓ,27,Bolsa Desplazados,Asignados,2008,737,10277796250.0
CHOCÓ,27,Bolsa Desplazados,Pendiente de Revocar,2008,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2008,2,20675750.0
CHOCÓ,27,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,3,44721000.0
CHOCÓ,27,Bolsa Desplazados,Renuncias al subsidio,2008,1,11537500.0
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2008,7,104349000.0
CHOCÓ,27,Bolsa Desplazados,Subsidio Revocado,2008,1,14907000.0
CHOCÓ,27,Habilitación de Titulos,Asignados,2008,640,58869120.0
CHOCÓ,27,Habilitación de Titulos,Renuncia con restitucion de subsidio,2008,5,459915.0
CHOCÓ,27,Habilitación de Titulos,Restitucion de subsidios no aplicados,2008,1,91983.0
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2008,5,74535000.0
CHOCÓ,27,Bolsa Concejales,Apto con subsidio vencido,2009,9,97889300.0
CHOCÓ,27,Bolsa Concejales,Asignados,2009,12,125964150.0
CHOCÓ,27,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2009,2,21863600.0
CHOCÓ,27,Bolsa Desplazados,Apto con subsidio vencido,2009,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,35,515533750.0
CHOCÓ,27,Bolsa Desplazados,Asignados,2009,328,4847259500.0
CHOCÓ,27,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2009,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Renuncia con restitucion de subsidio,2009,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Renuncias al subsidio,2009,1,14907000.0
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2009,1,14907000.0
CHOCÓ,27,Bolsa Ordinaria,Asignados,2009,7,63753900.0
CHOCÓ,27,Bolsa Saludable,Apto con subsidio vencido,2009,1,3687420.0
CHOCÓ,27,Bolsa Saludable,Asignados,2009,93,365844953.0
CHOCÓ,27,Bolsa Concejales,Apto con subsidio vencido,2010,5,55105000.0
CHOCÓ,27,Bolsa Concejales,Asignados,2010,10,113042500.0
CHOCÓ,27,Bolsa Desplazados,Apto con subsidio vencido,2010,6,92700000.0
CHOCÓ,27,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,137,2103775000.0
CHOCÓ,27,Bolsa Desplazados,Asignados,2010,920,14201125000.0
CHOCÓ,27,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2010,21,324450000.0
CHOCÓ,27,Bolsa Desplazados,Renuncia con restitucion de subsidio,2010,1,15450000.0
CHOCÓ,27,Bolsa Desplazados,Renuncias al subsidio,2010,1,15450000.0
CHOCÓ,27,Bolsa Desplazados,Restitución SFV por Indemnización,2010,1,15450000.0
CHOCÓ,27,Programa Vivienda Gratuita Fase I,Asignados,2010,1,15450000.0
